ID de la orden;Fecha de la compra;ID del cliente;Género del cliente;Edad del cliente;Categoría del producto;Nombre del producto;Precio del producto;Cantidad comprada;Total de la orden;Método de pago;Región de envío
12603;2025-05-14;1247;;;Pantalones;Pantalón formal;75.15;1;75.15;Contra entrega;Norte
12604;2025-05-15;1748;;;Accesorios;Reloj;96.57;1;96.57;Tarjeta de débito;Oriente
12605;2025-02-03;1018;;;Chaquetas;Chaqueta deportiva;63.69;3;191.07;Tarjeta de crédito;Oriente
12606;2025-02-28;1655;;;Pantalones;Jogger;39.03;3;117.09;Tarjeta de crédito;Sur
12607;2025-03-28;2050;;;Zapatos;Zapatillas deportivas;27.11;2;54.22;Tarjeta de crédito;Occidente
12608;2025-03-22;1692;;;Accesorios;Reloj;122.53;4;490.12;Efectivo;Ciudad
12609;2025-01-12;2556;;;Pantalones;Pantalón formal;10.77;3;32.31;Contra entrega;Ciudad
12610;2025-06-12;1474;;;Pantalones;Jogger;64.59;4;258.36;Contra entrega;Occidente
12611;2025-04-18;2119;;;Zapatos;Zapatos de vestir;175.41;5;877.05;Tarjeta de débito;Oriente
12612;2025-07-24;2102;;;Vestidos;Vestido casual;66.49;2;132.98;Tarjeta de crédito;Norte
12613;2025-01-27;1284;;;Zapatos;Sandalias;181.3;5;906.5;Tarjeta de crédito;Occidente
12614;2025-02-05;1849;;;Vestidos;Vestido de fiesta;137.96;4;551.84;Tarjeta de crédito;Oriente
12615;2025-01-21;1901;;;Accesorios;Reloj;96.15;3;288.45;Transferencia;Sur
12616;2025-03-19;1957;;;Pantalones;Jogger;17.64;1;17.64;Tarjeta de crédito;Norte
12617;2025-07-14;2276;;;Chaquetas;Chaqueta deportiva;180.63;2;361.26;Contra entrega;Sur
12618;2025-06-26;1343;;;Camisetas;Camiseta deportiva;193.14;1;193.14;Efectivo;Occidente
12619;2025-03-28;1891;;;Camisetas;Camiseta estampada;10.71;1;10.71;Tarjeta de débito;Norte
12620;2025-02-06;1551;;;Zapatos;Zapatillas deportivas;151.93;5;759.65;Efectivo;Oriente
12621;2025-06-13;1092;;;Vestidos;Vestido de verano;58.6;2;117.2;Efectivo;Occidente
12622;2025-08-16;2420;;;Vestidos;Vestido de fiesta;108.3;3;324.9;Efectivo;Ciudad
12623;2025-05-09;2061;;;Pantalones;Jeans slim;59.13;1;59.13;Transferencia;Ciudad
12624;2025-08-13;1824;;;Pantalones;Jogger;187.61;1;187.61;Tarjeta de crédito;Ciudad
12625;2025-01-11;1607;;;Vestidos;Vestido de verano;95.04;3;285.12;Contra entrega;Sur
12626;2025-08-16;2973;;;Zapatos;Zapatos de vestir;33.77;5;168.85;Tarjeta de crédito;Occidente
12627;2025-03-20;1295;;;Accesorios;Bolso de mano;126.08;1;126.08;Tarjeta de crédito;Oriente
12628;2025-03-10;2381;;;Pantalones;Jogger;158.42;2;316.84;Efectivo;Occidente
12629;2025-02-13;2763;;;Pantalones;Jogger;115.8;5;579;Tarjeta de crédito;Sur
12630;2025-01-05;1058;;;Chaquetas;Chaqueta deportiva;196.71;5;983.55;Tarjeta de débito;Norte
12631;2025-05-15;1792;;;Chaquetas;Chaqueta de cuero;163.24;5;816.2;Tarjeta de débito;Oriente
12632;2025-01-23;2522;;;Zapatos;Zapatos de vestir;63.11;2;126.22;Tarjeta de crédito;Sur
12633;2025-05-28;2291;;;Zapatos;Zapatos de vestir;39.39;5;196.95;Efectivo;Oriente
12634;2025-03-28;2548;;;Accesorios;Bolso de mano;83.94;4;335.76;Contra entrega;Occidente
12635;2025-03-26;1655;;;Pantalones;Pantalón formal;169.45;4;677.8;Tarjeta de débito;Norte
12636;2025-02-05;1128;;;Camisetas;Camiseta deportiva;36.85;4;147.4;Tarjeta de débito;Ciudad
12637;2025-08-08;2740;;;Zapatos;Sandalias;96.09;1;96.09;Tarjeta de crédito;Sur
12638;2025-07-07;2215;;;Zapatos;Zapatillas deportivas;147.87;2;295.74;Contra entrega;Sur
12639;2025-02-22;2312;;;Chaquetas;Chaqueta deportiva;130.83;1;130.83;Contra entrega;Oriente
12640;2025-03-03;2586;;;Camisetas;Camiseta estampada;166.32;1;166.32;Tarjeta de crédito;Oriente
12641;2025-05-01;2121;;;Accesorios;Gorra;162.05;4;648.2;Tarjeta de crédito;Sur
12642;2025-07-24;1525;;;Vestidos;Vestido casual;197.97;4;791.88;Transferencia;Sur
12643;2025-05-10;2236;;;Zapatos;Zapatos de vestir;176.38;3;529.14;Tarjeta de débito;Norte
12644;2025-03-11;2094;;;Pantalones;Jogger;70.61;3;211.83;Contra entrega;Sur
12645;2025-05-17;2085;;;Accesorios;Reloj;195.45;5;977.25;Tarjeta de crédito;Occidente
12646;2025-06-24;1424;;;Accesorios;Reloj;73.52;4;294.08;Tarjeta de débito;Ciudad
12647;2025-07-20;2743;;;Pantalones;Pantalón formal;97.06;1;97.06;Tarjeta de débito;Norte
12648;2025-01-01;2495;;;Vestidos;Vestido casual;29.41;1;29.41;Tarjeta de débito;Ciudad
12649;2025-04-10;1516;;;Pantalones;Jogger;43.11;3;129.33;Contra entrega;Oriente
12650;2025-03-14;1277;;;Accesorios;Bolso de mano;27.79;3;83.37;Efectivo;Oriente
12651;2025-07-19;2172;;;Accesorios;Reloj;169.97;5;849.85;Tarjeta de crédito;Occidente
12652;2025-01-28;1966;;;Vestidos;Vestido de fiesta;82.12;1;82.12;Transferencia;Occidente
12653;2025-02-15;2229;;;Chaquetas;Chaqueta deportiva;18.84;1;18.84;Transferencia;Ciudad
12654;2025-06-22;1504;;;Pantalones;Jeans slim;89.31;5;446.55;Transferencia;Norte
12655;2025-01-15;2060;;;Pantalones;Pantalón formal;191.42;2;382.84;Tarjeta de débito;Ciudad
12656;2025-01-28;1765;;;Zapatos;Zapatos de vestir;23.42;2;46.84;Transferencia;Ciudad
12657;2025-06-15;2994;;;Chaquetas;Abrigo;195.5;3;586.5;Tarjeta de crédito;Norte
12658;2025-08-08;2661;;;Pantalones;Pantalón formal;23.33;1;23.33;Tarjeta de débito;Ciudad
12659;2025-02-16;1800;;;Pantalones;Pantalón formal;67.28;1;67.28;Tarjeta de crédito;Occidente
12660;2025-02-17;2576;;;Chaquetas;Chaqueta deportiva;154.44;1;154.44;Transferencia;Norte
12661;2025-03-20;2169;;;Zapatos;Zapatillas deportivas;108.72;4;434.88;Transferencia;Ciudad
12662;2025-04-05;2708;;;Pantalones;Jeans slim;115.17;2;230.34;Efectivo;Oriente
12663;2025-01-11;2312;;;Pantalones;Pantalón formal;109.02;3;327.06;Transferencia;Oriente
12664;2025-04-15;1676;;;Camisetas;Camiseta deportiva;48.99;2;97.98;Tarjeta de crédito;Sur
12665;2025-04-26;1082;;;Chaquetas;Chaqueta deportiva;50.21;2;100.42;Tarjeta de crédito;Oriente
12666;2025-04-14;2833;;;Vestidos;Vestido de fiesta;182.21;2;364.42;Tarjeta de crédito;Ciudad
12667;2025-03-03;1211;;;Vestidos;Vestido de fiesta;107.13;5;535.65;Tarjeta de débito;Sur
12668;2025-01-11;2823;;;Pantalones;Jeans slim;43.7;3;131.1;Tarjeta de crédito;Occidente
12669;2025-06-14;2176;;;Pantalones;Jeans slim;71.91;2;143.82;Efectivo;Norte
12670;2025-08-21;2333;;;Pantalones;Jogger;88.93;4;355.72;Tarjeta de crédito;Oriente
12671;2025-06-08;1296;;;Zapatos;Sandalias;43.89;1;43.89;Contra entrega;Ciudad
12672;2025-07-22;1643;;;Chaquetas;Abrigo;49.75;5;248.75;Transferencia;Occidente
12673;2025-02-13;2182;;;Accesorios;Reloj;14.02;1;14.02;Tarjeta de crédito;Oriente
12674;2025-07-22;2187;;;Chaquetas;Abrigo;61.09;1;61.09;Contra entrega;Oriente
12675;2025-02-14;2973;;;Zapatos;Zapatos de vestir;88.25;4;353;Tarjeta de débito;Norte
12676;2025-08-12;1667;;;Pantalones;Jeans slim;84.79;3;254.37;Tarjeta de débito;Norte
12677;2025-08-10;1044;;;Chaquetas;Chaqueta de cuero;127.1;4;508.4;Efectivo;Sur
12678;2025-08-09;2581;;;Pantalones;Jeans slim;20.37;1;20.37;Efectivo;Occidente
12679;2025-05-26;2840;;;Accesorios;Gorra;19.28;3;57.84;Tarjeta de crédito;Norte
12680;2025-06-21;1385;;;Chaquetas;Chaqueta de cuero;44.76;1;44.76;Transferencia;Oriente
12681;2025-08-01;2639;;;Zapatos;Sandalias;104.18;3;312.54;Tarjeta de crédito;Sur
12682;2025-02-01;1288;;;Accesorios;Gorra;132.08;4;528.32;Tarjeta de crédito;Ciudad
12683;2025-01-23;1815;;;Chaquetas;Chaqueta de cuero;103.87;4;415.48;Tarjeta de crédito;Norte
12684;2025-01-23;1836;;;Camisetas;Camiseta deportiva;112.49;4;449.96;Tarjeta de crédito;Occidente
12685;2025-08-15;2446;;;Vestidos;Vestido casual;121.62;4;486.48;Tarjeta de crédito;Occidente
12686;2025-06-24;1638;;;Vestidos;Vestido casual;48.22;3;144.66;Transferencia;Occidente
12687;2025-02-23;1471;;;Accesorios;Gorra;126.35;3;379.05;Tarjeta de crédito;Norte
12688;2025-03-27;1086;;;Vestidos;Vestido casual;105.38;4;421.52;Contra entrega;Norte
12689;2025-06-27;2500;;;Chaquetas;Abrigo;27.28;4;109.12;Efectivo;Ciudad
12690;2025-05-10;2160;;;Pantalones;Jogger;39.84;1;39.84;Transferencia;Sur
12691;2025-05-17;1778;;;Chaquetas;Chaqueta deportiva;121.17;2;242.34;Tarjeta de crédito;Oriente
12692;2025-05-20;2111;;;Pantalones;Jogger;43.75;4;175;Contra entrega;Sur
12693;2025-02-23;2553;;;Accesorios;Gorra;186.26;4;745.04;Transferencia;Oriente
12694;2025-06-14;1862;;;Pantalones;Jeans slim;56.21;5;281.05;Efectivo;Ciudad
12695;2025-04-03;2658;;;Accesorios;Reloj;83.74;2;167.48;Tarjeta de crédito;Occidente
12696;2025-07-04;1945;;;Vestidos;Vestido de fiesta;133.23;2;266.46;Transferencia;Norte
12697;2025-07-27;1987;;;Chaquetas;Chaqueta deportiva;10.92;1;10.92;Tarjeta de crédito;Oriente
12698;2025-07-12;1785;;;Accesorios;Reloj;66.9;3;200.7;Tarjeta de crédito;Ciudad
12699;2025-03-18;1241;;;Camisetas;Camiseta básica;145.87;3;437.61;Efectivo;Oriente
12700;2025-06-24;1927;;;Accesorios;Bolso de mano;92.98;3;278.94;Tarjeta de débito;Ciudad
12701;2025-03-01;1607;;;Accesorios;Gorra;192.92;5;964.6;Transferencia;Oriente
12702;2025-07-24;2452;;;Accesorios;Reloj;90.24;1;90.24;Efectivo;Ciudad
12703;2025-03-26;2370;;;Zapatos;Zapatos de vestir;29.43;3;88.29;Efectivo;Norte
12704;2025-05-12;2336;;;Vestidos;Vestido de fiesta;47.01;2;94.02;Contra entrega;Sur
12705;2025-03-26;2981;;;Camisetas;Camiseta estampada;76.47;2;152.94;Tarjeta de débito;Oriente
12706;2025-08-23;1714;;;Chaquetas;Abrigo;169.49;1;169.49;Efectivo;Ciudad
12707;2025-05-05;1164;;;Pantalones;Jeans slim;66.65;2;133.3;Efectivo;Sur
12708;2025-02-20;2493;;;Camisetas;Camiseta básica;177.88;2;355.76;Tarjeta de débito;Ciudad
12709;2025-03-20;2507;;;Vestidos;Vestido de verano;37.91;3;113.73;Contra entrega;Ciudad
12710;2025-05-11;1814;;;Zapatos;Zapatillas deportivas;51.37;5;256.85;Tarjeta de crédito;Occidente
12711;2025-03-06;1948;;;Chaquetas;Chaqueta de cuero;38.48;3;115.44;Transferencia;Ciudad
12712;2025-02-08;1019;;;Pantalones;Pantalón formal;17.4;4;69.6;Tarjeta de crédito;Oriente
12713;2025-08-12;2109;;;Chaquetas;Chaqueta de cuero;66.58;1;66.58;Tarjeta de crédito;Oriente
12714;2025-08-19;2548;;;Accesorios;Reloj;195.29;3;585.87;Transferencia;Oriente
12715;2025-03-28;1462;;;Zapatos;Sandalias;113.43;2;226.86;Transferencia;Norte
12716;2025-07-27;2741;;;Camisetas;Camiseta básica;40.52;4;162.08;Efectivo;Ciudad
12717;2025-03-05;1484;;;Vestidos;Vestido de fiesta;152.2;5;761;Tarjeta de débito;Sur
12718;2025-07-05;2631;;;Zapatos;Zapatillas deportivas;21.9;4;87.6;Tarjeta de crédito;Sur
12719;2025-05-01;1087;;;Zapatos;Zapatillas deportivas;64.07;5;320.35;Tarjeta de débito;Ciudad
12720;2025-04-13;1523;;;Chaquetas;Chaqueta deportiva;77.4;5;387;Tarjeta de crédito;Sur
12721;2025-02-14;1631;;;Camisetas;Camiseta deportiva;98.37;5;491.85;Contra entrega;Oriente
12722;2025-02-26;1806;;;Chaquetas;Chaqueta de cuero;54.96;1;54.96;Efectivo;Norte
12723;2025-04-22;2983;;;Pantalones;Pantalón formal;93.27;4;373.08;Transferencia;Norte
12724;2025-01-27;2443;;;Accesorios;Bolso de mano;75.69;3;227.07;Efectivo;Oriente
12725;2025-05-15;1770;;;Zapatos;Zapatillas deportivas;188.64;1;188.64;Tarjeta de crédito;Oriente
12726;2025-01-15;1700;;;Accesorios;Reloj;61.08;3;183.24;Transferencia;Sur
12727;2025-05-26;1591;;;Pantalones;Jogger;109.98;2;219.96;Tarjeta de débito;Sur
12728;2025-07-02;2839;;;Vestidos;Vestido de verano;195.86;4;783.44;Transferencia;Norte
12729;2025-02-10;1128;;;Camisetas;Camiseta básica;83.81;4;335.24;Tarjeta de crédito;Oriente
12730;2025-04-26;1112;;;Vestidos;Vestido casual;193.43;1;193.43;Tarjeta de crédito;Sur
12731;2025-01-28;1489;;;Chaquetas;Chaqueta deportiva;181.25;5;906.25;Contra entrega;Occidente
12732;2025-05-22;2352;;;Camisetas;Camiseta deportiva;30.57;2;61.14;Contra entrega;Norte
12733;2025-08-13;1235;;;Accesorios;Reloj;139.83;4;559.32;Transferencia;Ciudad
12734;2025-03-11;2179;;;Pantalones;Jogger;26.08;2;52.16;Transferencia;Occidente
12735;2025-01-08;2033;;;Chaquetas;Chaqueta deportiva;41.77;5;208.85;Efectivo;Sur
12736;2025-03-24;1531;;;Camisetas;Camiseta deportiva;151;5;755;Tarjeta de crédito;Ciudad
12737;2025-01-14;2523;;;Chaquetas;Abrigo;193.56;4;774.24;Efectivo;Sur
12738;2025-07-13;2120;;;Vestidos;Vestido de verano;183.94;2;367.88;Tarjeta de crédito;Oriente
12739;2025-08-02;2647;;;Vestidos;Vestido de verano;108.29;4;433.16;Tarjeta de crédito;Oriente
12740;2025-06-09;1923;;;Chaquetas;Chaqueta de cuero;58.92;2;117.84;Contra entrega;Oriente
12741;2025-04-20;2540;;;Vestidos;Vestido de verano;158.43;4;633.72;Contra entrega;Sur
12742;2025-03-12;1835;;;Pantalones;Jeans slim;128.52;2;257.04;Efectivo;Occidente
12743;2025-03-23;2082;;;Zapatos;Zapatos de vestir;120.09;5;600.45;Efectivo;Oriente
12744;2025-03-07;2486;;;Chaquetas;Chaqueta de cuero;57.01;3;171.03;Contra entrega;Oriente
12745;2025-05-11;1039;;;Pantalones;Jogger;96.97;3;290.91;Tarjeta de débito;Occidente
12746;2025-03-03;2411;;;Chaquetas;Chaqueta de cuero;16.14;1;16.14;Tarjeta de crédito;Oriente
12747;2025-03-10;2496;;;Camisetas;Camiseta básica;175.7;1;175.7;Transferencia;Sur
12748;2025-02-18;2727;;;Accesorios;Gorra;51.46;4;205.84;Transferencia;Ciudad
12749;2025-07-23;1059;;;Pantalones;Jeans slim;40.23;4;160.92;Tarjeta de crédito;Occidente
12750;2025-07-17;1386;;;Vestidos;Vestido de fiesta;173.79;4;695.16;Efectivo;Occidente
12751;2025-06-26;1509;;;Camisetas;Camiseta deportiva;10.71;3;32.13;Transferencia;Oriente
12752;2025-07-03;1700;;;Vestidos;Vestido de fiesta;188.66;3;565.98;Tarjeta de crédito;Sur
12753;2025-04-21;2620;;;Pantalones;Pantalón formal;30.73;2;61.46;Tarjeta de crédito;Norte
12754;2025-01-02;2910;;;Zapatos;Zapatillas deportivas;86.64;3;259.92;Tarjeta de crédito;Ciudad
12755;2025-07-17;2481;;;Pantalones;Jeans slim;41.36;2;82.72;Tarjeta de crédito;Norte
12756;2025-01-21;2373;;;Camisetas;Camiseta deportiva;101.98;2;203.96;Tarjeta de crédito;Occidente
12757;2025-05-25;1039;;;Chaquetas;Chaqueta deportiva;163.27;4;653.08;Contra entrega;Norte
12758;2025-04-09;2361;;;Zapatos;Zapatillas deportivas;12.57;1;12.57;Efectivo;Occidente
12759;2025-02-22;1522;;;Vestidos;Vestido de verano;35.05;1;35.05;Tarjeta de crédito;Sur
12760;2025-07-12;2867;;;Accesorios;Reloj;163.87;1;163.87;Efectivo;Oriente
12761;2025-08-18;2260;;;Vestidos;Vestido de verano;105.3;4;421.2;Tarjeta de crédito;Ciudad
12762;2025-03-28;2202;;;Accesorios;Gorra;108.61;2;217.22;Contra entrega;Oriente
12763;2025-05-07;1777;;;Camisetas;Camiseta estampada;174.63;2;349.26;Contra entrega;Occidente
12764;2025-05-17;2801;;;Pantalones;Pantalón formal;86.47;4;345.88;Tarjeta de crédito;Sur
12765;2025-01-09;1948;;;Camisetas;Camiseta básica;11.93;5;59.65;Tarjeta de crédito;Ciudad
12766;2025-01-06;2843;;;Zapatos;Sandalias;50.43;2;100.86;Tarjeta de crédito;Oriente
12767;2025-03-20;1085;;;Accesorios;Bolso de mano;50.06;3;150.18;Contra entrega;Oriente
12768;2025-04-24;2270;;;Vestidos;Vestido de fiesta;12.66;4;50.64;Transferencia;Ciudad
12769;2025-05-02;2146;;;Pantalones;Pantalón formal;125.47;2;250.94;Contra entrega;Occidente
12770;2025-03-02;2960;;;Camisetas;Camiseta deportiva;70.55;5;352.75;Tarjeta de crédito;Ciudad
12771;2025-03-22;1130;;;Pantalones;Jeans slim;76.21;3;228.63;Tarjeta de crédito;Ciudad
12772;2025-06-16;2730;;;Chaquetas;Chaqueta de cuero;47.72;1;47.72;Contra entrega;Norte
12773;2025-02-19;2141;;;Vestidos;Vestido de verano;44.66;3;133.98;Transferencia;Oriente
12774;2025-07-01;2745;;;Zapatos;Zapatillas deportivas;111.6;1;111.6;Tarjeta de crédito;Occidente
12775;2025-05-14;1160;;;Pantalones;Pantalón formal;89;1;89;Tarjeta de débito;Ciudad
12776;2025-05-13;1571;;;Zapatos;Sandalias;56.05;1;56.05;Tarjeta de crédito;Sur
12777;2025-05-27;1124;;;Camisetas;Camiseta básica;184.13;4;736.52;Tarjeta de débito;Oriente
12778;2025-08-13;1551;;;Accesorios;Gorra;24.04;3;72.12;Transferencia;Norte
12779;2025-05-06;1510;;;Vestidos;Vestido casual;41.31;3;123.93;Tarjeta de crédito;Norte
12780;2025-02-22;1053;;;Accesorios;Bolso de mano;117.52;1;117.52;Tarjeta de crédito;Ciudad
12781;2025-02-11;2971;;;Camisetas;Camiseta estampada;47.56;2;95.12;Contra entrega;Oriente
12782;2025-05-22;2203;;;Accesorios;Gorra;14.95;4;59.8;Tarjeta de crédito;Ciudad
12783;2025-01-20;1404;;;Zapatos;Zapatillas deportivas;129.96;2;259.92;Efectivo;Sur
12784;2025-05-21;1789;;;Pantalones;Jogger;108.06;5;540.3;Tarjeta de crédito;Occidente
12785;2025-05-14;2755;;;Pantalones;Jogger;50.68;5;253.4;Tarjeta de débito;Sur
12786;2025-08-16;1510;;;Camisetas;Camiseta deportiva;93.18;4;372.72;Tarjeta de débito;Ciudad
12787;2025-04-18;1259;;;Vestidos;Vestido casual;141.53;1;141.53;Tarjeta de crédito;Sur
12788;2025-05-24;2660;;;Pantalones;Jeans slim;141.82;5;709.1;Efectivo;Norte
12789;2025-08-20;2440;;;Pantalones;Pantalón formal;186.68;5;933.4;Tarjeta de débito;Occidente
12790;2025-01-23;1660;;;Accesorios;Gorra;89.17;3;267.51;Contra entrega;Sur
12791;2025-02-20;1071;;;Chaquetas;Chaqueta deportiva;118.44;2;236.88;Tarjeta de crédito;Sur
12792;2025-01-05;2079;;;Chaquetas;Abrigo;105.13;5;525.65;Transferencia;Occidente
12793;2025-05-14;1087;;;Accesorios;Reloj;120.86;5;604.3;Contra entrega;Occidente
12794;2025-02-16;2136;;;Zapatos;Zapatos de vestir;38.52;3;115.56;Tarjeta de débito;Oriente
12795;2025-04-18;1179;;;Pantalones;Jogger;157.65;1;157.65;Contra entrega;Occidente
12796;2025-02-27;2496;;;Pantalones;Jeans slim;179;4;716;Tarjeta de crédito;Norte
12797;2025-04-08;2451;;;Chaquetas;Chaqueta deportiva;197.87;5;989.35;Efectivo;Oriente
12798;2025-03-22;2895;;;Vestidos;Vestido de verano;107.07;1;107.07;Transferencia;Norte
12799;2025-08-23;1223;;;Camisetas;Camiseta estampada;148.61;4;594.44;Efectivo;Norte
12800;2025-03-26;2119;;;Zapatos;Zapatos de vestir;117.41;3;352.23;Tarjeta de crédito;Ciudad
12801;2025-02-26;1603;;;Camisetas;Camiseta básica;144.69;5;723.45;Contra entrega;Oriente
12802;2025-04-01;1991;;;Zapatos;Zapatillas deportivas;111.07;3;333.21;Tarjeta de crédito;Ciudad
12803;2025-04-20;1759;;;Camisetas;Camiseta estampada;66.64;5;333.2;Tarjeta de crédito;Norte
12804;2025-03-07;2058;;;Chaquetas;Chaqueta deportiva;193.53;5;967.65;Tarjeta de crédito;Ciudad
12805;2025-05-17;1367;;;Zapatos;Sandalias;164.84;1;164.84;Efectivo;Norte
12806;2025-07-22;1972;;;Chaquetas;Chaqueta de cuero;140.41;3;421.23;Tarjeta de crédito;Occidente
12807;2025-08-07;2983;;;Chaquetas;Abrigo;116.12;5;580.6;Tarjeta de crédito;Sur
12808;2025-05-27;2990;;;Zapatos;Zapatos de vestir;153.91;2;307.82;Tarjeta de débito;Sur
12809;2025-02-07;2030;;;Pantalones;Pantalón formal;158.24;3;474.72;Efectivo;Oriente
12810;2025-08-09;1318;;;Accesorios;Reloj;183.44;1;183.44;Tarjeta de crédito;Oriente
12811;2025-01-10;2354;;;Pantalones;Pantalón formal;54.28;2;108.56;Transferencia;Ciudad
12812;2025-03-12;2272;;;Vestidos;Vestido de verano;108.82;3;326.46;Contra entrega;Sur
12813;2025-07-03;1739;;;Chaquetas;Abrigo;85.07;1;85.07;Efectivo;Occidente
12814;2025-06-28;1102;;;Accesorios;Gorra;178.06;2;356.12;Efectivo;Sur
12815;2025-06-24;2640;;;Accesorios;Reloj;44.84;5;224.2;Contra entrega;Sur
12816;2025-03-07;2327;;;Pantalones;Jeans slim;49.09;4;196.36;Tarjeta de crédito;Occidente
12817;2025-03-16;2311;;;Zapatos;Zapatillas deportivas;19.48;2;38.96;Contra entrega;Sur
12818;2025-01-26;1641;;;Pantalones;Pantalón formal;153.72;4;614.88;Tarjeta de débito;Ciudad
12819;2025-08-12;2071;;;Accesorios;Bolso de mano;173.6;1;173.6;Efectivo;Ciudad
12820;2025-02-14;1563;;;Zapatos;Sandalias;190.05;3;570.15;Tarjeta de crédito;Norte
12821;2025-04-15;2566;;;Pantalones;Jogger;164.28;2;328.56;Contra entrega;Ciudad
12822;2025-07-05;1768;;;Camisetas;Camiseta básica;39.64;2;79.28;Tarjeta de débito;Occidente
12823;2025-07-22;1358;;;Vestidos;Vestido de fiesta;87.55;1;87.55;Transferencia;Occidente
12824;2025-05-24;1671;;;Camisetas;Camiseta básica;165.75;3;497.25;Contra entrega;Occidente
12825;2025-03-28;2564;;;Zapatos;Sandalias;82.41;3;247.23;Tarjeta de crédito;Oriente
12826;2025-04-06;1512;;;Vestidos;Vestido casual;98.69;5;493.45;Tarjeta de débito;Sur
12827;2025-01-07;1830;;;Chaquetas;Chaqueta deportiva;160.35;2;320.7;Contra entrega;Norte
12828;2025-04-22;2309;;;Accesorios;Reloj;66.46;1;66.46;Tarjeta de crédito;Ciudad
12829;2025-01-23;2543;;;Pantalones;Jogger;119.8;4;479.2;Contra entrega;Norte
12830;2025-08-01;1796;;;Zapatos;Zapatillas deportivas;36.5;2;73;Efectivo;Oriente
12831;2025-04-05;2288;;;Vestidos;Vestido de verano;44.06;2;88.12;Tarjeta de crédito;Ciudad
12832;2025-07-19;2746;;;Vestidos;Vestido de verano;112.17;3;336.51;Tarjeta de crédito;Occidente
12833;2025-01-07;2372;;;Chaquetas;Abrigo;183.29;3;549.87;Contra entrega;Ciudad
12834;2025-08-23;1459;;;Vestidos;Vestido casual;112.96;1;112.96;Transferencia;Ciudad
12835;2025-06-22;1452;;;Camisetas;Camiseta deportiva;112.06;2;224.12;Tarjeta de débito;Oriente
12836;2025-06-10;1058;;;Pantalones;Jeans slim;15.11;5;75.55;Transferencia;Sur
12837;2025-08-11;2102;;;Chaquetas;Abrigo;171;3;513;Contra entrega;Norte
12838;2025-07-06;2204;;;Camisetas;Camiseta básica;158.82;4;635.28;Tarjeta de débito;Norte
12839;2025-08-03;2511;;;Accesorios;Gorra;190.9;3;572.7;Tarjeta de crédito;Occidente
12840;2025-02-07;2150;;;Camisetas;Camiseta estampada;123.14;3;369.42;Tarjeta de débito;Oriente
12841;2025-02-12;2154;;;Chaquetas;Abrigo;181.24;3;543.72;Tarjeta de débito;Ciudad
12842;2025-06-13;2020;;;Camisetas;Camiseta básica;54.74;5;273.7;Tarjeta de débito;Sur
12843;2025-08-02;2257;;;Camisetas;Camiseta estampada;140.42;1;140.42;Contra entrega;Occidente
12844;2025-04-27;1411;;;Vestidos;Vestido de verano;52.23;1;52.23;Efectivo;Occidente
12845;2025-01-27;1295;;;Camisetas;Camiseta básica;188.03;1;188.03;Contra entrega;Norte
12846;2025-07-15;1366;;;Pantalones;Pantalón formal;49.87;5;249.35;Tarjeta de crédito;Occidente
12847;2025-04-18;2852;;;Zapatos;Sandalias;134.89;5;674.45;Contra entrega;Norte
12848;2025-04-12;1620;;;Pantalones;Pantalón formal;134.72;5;673.6;Contra entrega;Occidente
12849;2025-02-16;1976;;;Pantalones;Jeans slim;183.23;3;549.69;Tarjeta de crédito;Norte
12850;2025-02-01;2459;;;Pantalones;Pantalón formal;58.82;5;294.1;Tarjeta de crédito;Norte
12851;2025-07-04;2317;;;Zapatos;Sandalias;184.35;1;184.35;Tarjeta de crédito;Oriente
12852;2025-05-27;2953;;;Chaquetas;Chaqueta deportiva;15.81;3;47.43;Tarjeta de crédito;Sur
12853;2025-04-09;2625;;;Camisetas;Camiseta estampada;69.65;5;348.25;Contra entrega;Sur
12854;2025-08-14;1675;;;Zapatos;Zapatillas deportivas;30.1;4;120.4;Tarjeta de débito;Sur
12855;2025-03-12;2723;;;Zapatos;Zapatos de vestir;71.28;1;71.28;Tarjeta de débito;Norte
12856;2025-01-19;1517;;;Vestidos;Vestido de fiesta;59.67;1;59.67;Efectivo;Sur
12857;2025-05-27;2684;;;Vestidos;Vestido casual;75.8;5;379;Efectivo;Ciudad
12858;2025-05-14;2489;;;Chaquetas;Abrigo;191.87;5;959.35;Contra entrega;Occidente
12859;2025-02-19;2363;;;Accesorios;Reloj;185.35;1;185.35;Contra entrega;Norte
12860;2025-05-08;1911;;;Camisetas;Camiseta estampada;151.53;5;757.65;Transferencia;Oriente
